"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/20/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/21/2019","AirNow","060010009","1","0.02","ppm","19","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/22/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/23/2019","AirNow","060010009","1","0.03","ppm","28","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/24/2019","AirNow","060010009","1","0.038","ppm","35","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/25/2019","AirNow","060010009","1","0.029","ppm","27","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/26/2019","AirNow","060010009","1","0.031","ppm","29","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/28/2019","AirNow","060010009","1","0.039","ppm","36","Oakland","21","88.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/29/2019","AirNow","060010009","1","0.036","ppm","33","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/30/2019","AirNow","060010009","1","0.037","ppm","34","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"10/31/2019","AirNow","060010009","1","0.032","ppm","30","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/01/2019","AirNow","060010009","1","0.028","ppm","26","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/02/2019","AirNow","060010009","1","0.035","ppm","32","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/03/2019","AirNow","060010009","1","0.046","ppm","43","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/04/2019","AirNow","060010009","1","0.027","ppm","25","Oakland","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"11/06/2019","AirNow","060010009","1","0.018","ppm","17","Oakland","22","92.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
