"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72493023230","2019-05-10T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","51","62","0.00",,,,"67","29.87","FEW:02 15 SCT:04 200","29.78","10.00","56","300",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/19 17:53:01 METAR KOAK 110153Z 30012KT 10SM FEW015 SCT200 17/11 A2987 RMK AO2 SLP114 T01670106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","51","59","0.00",,"-0.04","3","75","29.89","FEW:02 15 SCT:04 200","29.80","10.00","55","310",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10605/10/19 18:53:01 METAR KOAK 110253Z 31009KT 10SM FEW015 SCT200 15/11 A2989 RMK AO2 SLP122 T01500106 53014","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.91","51","58","0.00",,,,"78","29.91","FEW:02 15 SCT:04 200","29.81","10.00","54","320",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/19 19:53:02 METAR KOAK 110353Z 32004KT 10SM FEW015 SCT200 14/11 A2991 RMK AO2 SLP129 T01440106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","51","58","0.00",,,,"78","29.93","FEW:02 11 FEW:02 200","29.84","10.00","54","310",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/19 20:53:02 METAR KOAK 110453Z 31008KT 10SM FEW011 FEW200 14/11 A2994 RMK AO2 SLP137 T01440106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","51","57","0.00",,"-0.05","1","81","29.95","FEW:02 10 FEW:02 200","29.85","10.00","54","300",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11805/10/19 21:53:02 METAR KOAK 110553Z 30009KT 10SM FEW010 FEW200 14/11 A2995 RMK AO2 SLP141 T01390106 10189 20139 51018","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","51","57","0.00",,,,"81","29.95","FEW:02 10 FEW:02 200","29.86","10.00","54","300",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/19 22:53:02 METAR KOAK 110653Z 30009KT 10SM FEW010 FEW200 14/11 A2996 RMK AO2 SLP143 T01390106","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","51","56","0.00",,,,"84","29.96","FEW:02 10 FEW:02 20 FEW:02 200","29.88","10.00","53","300",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/10/19 23:53:02 METAR KOAK 110753Z 30007KT 10SM FEW010 FEW020 FEW200 13/11 A2997 RMK AO2 SLP147 T01330106 402000133","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-10T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"62",,,"29.75",,"10.6","0","3.0","3","68","56","270","23","0.00","0","0.0","290","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE:29.755 MINIMUM SEA LEVEL PRESSURE:29.78 TIME OF OCCURRENCE:0505 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.6 24 HR AVG TEMP (F): 62DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):56 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0504","1907",,"2007-02-15"
"72493023230","2019-05-11T00:46:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","51","56",,,,,"84",,"BKN:07 10","29.88","10.00","53","290",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09205/11/19 00:46:02 SPECI KOAK 110846Z 29010KT 10SM BKN010 13/11 A2997 RMK AO2 T01330106 (NAB)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","51","57","0.00",,"-0.02","1","81","29.96","BKN:07 10","29.88","10.00","54","290",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/19 00:53:02 METAR KOAK 110853Z 29009KT 10SM BKN010 14/11 A2997 RMK AO2 SLP146 T01390106 51007 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","50","57","0.00",,,,"78","29.97","BKN:07 12","29.88","10.00","53","290",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09905/11/19 01:53:02 METAR KOAK 110953Z 29010KT 10SM BKN012 14/10 A2997 RMK AO2 SLP148 T01390100 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","50","56","0.00",,,,"81","29.97","BKN:07 12","29.88","10.00","53","290",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09905/11/19 02:53:02 METAR KOAK 111053Z 29009KT 10SM BKN012 13/10 A2998 RMK AO2 SLP149 T01330100 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","50","57","0.00",,"-0.01","1","78","29.97","OVC:08 12","29.88","10.00","53","260",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/11/19 03:53:02 METAR KOAK 111153Z 26007KT 10SM OVC012 14/10 A2998 RMK AO2 SLP150 T01390100 10139 20133 51003 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","50","57","0.00",,,,"78","29.98","OVC:08 12","29.88","10.00","53","280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09905/11/19 04:53:02 METAR KOAK 111253Z 28005KT 10SM OVC012 14/10 A2998 RMK AO2 SLP152 T01390100 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","50","57","0.00",,,,"78","29.98","OVC:08 12","29.89","10.00","53","280",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09905/11/19 05:53:02 METAR KOAK 111353Z 28011KT 10SM OVC012 14/10 A2999 RMK AO2 SLP154 T01390100 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","49","57","0.00",,"-0.02","3","74","29.99","OVC:08 12","29.91","10.00","53","250",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/19 06:53:02 METAR KOAK 111453Z 25008KT 10SM OVC012 14/09 A3000 RMK AO2 SLP157 T01390094 53007 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","49","57","0.00",,,,"74","30.00","BKN:07 13 OVC:08 16","29.91","10.00","53","260",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/19 07:53:02 METAR KOAK 111553Z 26004KT 10SM BKN013 OVC016 14/09 A3000 RMK AO2 SLP160 T01390094 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","49","59","0.00",,,,"69","30.01","BKN:07 13 OVC:08 16","29.91","10.00","54","300",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/19 08:53:02 METAR KOAK 111653Z 30005KT 10SM BKN013 OVC016 15/09 A3001 RMK AO2 SLP161 T01500094 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T09:36:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","49","60",,,,,"67",,"BKN:07 15 BKN:07 19","29.91","10.00","54","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/19 09:36:02 SPECI KOAK 111736Z VRB03KT 10SM BKN015 BKN019 16/09 A3001 RMK AO2 T01560094 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","49","60","0.00",,"-0.01","1","67","30.01","BKN:07 15 BKN:07 19","29.91","10.00","54","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12305/11/19 09:53:02 METAR KOAK 111753Z VRB04KT 10SM BKN015 BKN019 16/09 A3001 RMK AO2 SLP162 T01560094 10156 20139 51004 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T10:06:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.01","50","61",,,,,"67",,"FEW:02 15 SCT:04 19","29.91","10.00","55","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/19 10:06:02 SPECI KOAK 111806Z VRB03KT 10SM FEW015 SCT019 16/10 A3001 RMK AO2 T01610100 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","50","62","0.00",,,,"65","30.00","FEW:02 19","29.91","10.00","55","260",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/19 10:53:02 METAR KOAK 111853Z 26006KT 10SM FEW019 17/10 A3000 RMK AO2 SLP159 T01670100 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","51","65","0.00",,,,"61","29.98","FEW:02 19","29.88","10.00","57","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/19 11:53:02 METAR KOAK 111953Z 28008KT 10SM FEW019 18/11 A2998 RMK AO2 SLP153 T01830106 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","51","67","0.00",,"+0.04","8","57","29.97","FEW:02 19","29.88","10.00","58","280",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10405/11/19 12:53:02 METAR KOAK 112053Z 28012KT 10SM FEW019 19/11 A2997 RMK AO2 SLP149 T01940106 58012 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","51","67","T",,,,"57","29.96","FEW:02 12","29.86","10.00","58","280",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/11/19 13:53:02 METAR KOAK 112153Z 28016KT 10SM FEW012 19/11 A2996 RMK AO2 SLP145 T01940106 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","52","66","T",,,,"61","29.95","FEW:02 12","29.85","10.00","58","280",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/11/19 14:53:02 METAR KOAK 112253Z 28015KT 10SM FEW012 19/11 A2995 RMK AO2 SLP141 T01890111 $ (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","52","65","T",,"+0.04","7","63","29.94","FEW:02 12","29.84","10.00","58","290",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11905/11/19 15:53:02 METAR KOAK 112353Z 29015KT 10SM FEW012 18/11 A2994 RMK AO2 SLP138 T01830111 10200 20156 57013 $ (ALT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","52","63","0.00",,,,"68","29.93","FEW:02 12","29.83","10.00","57","290",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/19 16:53:01 METAR KOAK 120053Z 29015KT 10SM FEW012 17/11 A2993 RMK AO2 SLP136 T01720111 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","52","61","0.00",,,,"72","29.94","SCT:04 12","29.84","10.00","56","280",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/19 17:53:01 METAR KOAK 120153Z 28015KT 10SM SCT012 16/11 A2994 RMK AO2 SLP138 T01610111 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T18:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","52","59",,,,,"77",,"BKN:07 11","29.84","10.00","55","270",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08905/11/19 18:51:03 SPECI KOAK 120251Z 27014KT 10SM BKN011 15/11 A2994 RMK AO2 $ FIBI (ALT)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","51","59","0.00",,"-0.01","3","75","29.94","BKN:07 11","29.84","10.00","55","280",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10105/11/19 18:53:01 METAR KOAK 120253Z 28014KT 10SM BKN011 15/11 A2994 RMK AO2 SLP140 T01500106 53002 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","51","58","0.00",,,,"78","29.95","BKN:07 11","29.85","10.00","54","280",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/19 19:53:02 METAR KOAK 120353Z 28013KT 10SM BKN011 14/11 A2995 RMK AO2 SLP143 T01440106 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","50","57","0.00",,,,"78","29.97","BKN:07 11","29.88","10.00","53","260",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/19 20:53:02 METAR KOAK 120453Z 26012KT 10SM BKN011 14/10 A2997 RMK AO2 SLP149 T01390100 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","50","57","0.00",,"-0.04","1","78","29.98","BKN:07 11","29.88","10.00","53","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11305/11/19 21:53:02 METAR KOAK 120553Z 28008KT 10SM BKN011 14/10 A2998 RMK AO2 SLP153 T01390100 10183 20139 51013 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","50","57","0.00",,,,"78","29.98","BKN:07 12","29.88","10.00","53","300",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/11/19 22:53:02 METAR KOAK 120653Z 30006KT 10SM BKN012 14/10 A2998 RMK AO2 SLP153 T01390100 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","50","57","0.00",,,,"78","29.98","BKN:07 12","29.89","10.00","53","280",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/11/19 23:53:02 METAR KOAK 120753Z 28011KT 10SM BKN012 14/10 A2999 RMK AO2 SLP154 T01390100 402000133 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-11T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,"62",,,"29.88",,"11.4","0","3.0","3","68","56","270","24","0.00","0","0.0","280","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6824 HR MIN TEMP (F): 56AVERAGE STATION PRESSURE:29.875 MINIMUM SEA LEVEL PRESSURE:29.93 TIME OF OCCURRENCE:1749 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 22FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.4 24 HR AVG TEMP (F): 62DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  3 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):68  LATEST NIGHT MIN TEMP(1900-0800 LST):56 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0503","1908",,"2007-02-15"
"72493023230","2019-05-12T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,"-0.00","0","77","29.98","OVC:08 12","29.88","10.00","52","280",,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10605/12/19 00:53:02 METAR KOAK 120853Z 28013KT 10SM OVC012 13/09 A2998 RMK AO2 SLP152 T01330094 50001 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-12T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,,,"77","29.98","OVC:08 11","29.88","10.00","52","270",,"16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/12/19 01:53:02 METAR KOAK 120953Z 27014KT 10SM OVC011 13/09 A2998 RMK AO2 SLP152 T01330094 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-12T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,,,"77","29.98","OVC:08 11","29.88","10.00","52","270",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/12/19 02:53:02 METAR KOAK 121053Z 27009KT 10SM OVC011 13/09 A2998 RMK AO2 SLP152 T01330094 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-12T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,"+0.01","8","77","29.97","OVC:08 12","29.88","10.00","52","280",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11805/12/19 03:53:02 METAR KOAK 121153Z 28008KT 10SM OVC012 13/09 A2998 RMK AO2 SLP150 T01330094 10139 20133 58003 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-12T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,,,"77","29.97","OVC:08 12","29.88","10.00","52","290",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/12/19 04:53:02 METAR KOAK 121253Z 29009KT 10SM OVC012 13/09 A2998 RMK AO2 SLP150 T01330094 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
"72493023230","2019-05-12T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","56","0.00",,,,"77","29.98","OVC:08 12","29.88","10.00","52","230",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/12/19 05:53:02 METAR KOAK 121353Z 23004KT 10SM OVC012 13/09 A2998 RMK AO2 SLP153 T01330094 $ (RC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-02-15"
